"mz","rt","Blank.01","Pool.01","Pool.02","X004.CRa.H9M5.M470.TCA.Amino.MUS.01.ges.neg.featureXML","Blank.02","H01.K1","L01.K2","H14.K1","Blank.03","L03.K3","C14.K2","C01.K1","Blank.04","Pool.03","H14.K2","H01.K2","H03.K1","Blank.05","C01.K3","C14.K3","L03.K2","Blank.06","Pool.04","X024.CRa.H9M5.M470.TCA.Amino.MUS.02.ges.neg.featureXML","C03.K1","H03.K2","H14.K3","Blank.07","L01.K3","C14.K1","H01.K3","Blank.08","Pool.05","L01.K1","C01.K2","C03.K3","Blank.09","L14.K3","C03.K2","L03.K1","Blank.10","Pool.06","X043.CRa.H9M5.M470.TCA.Amino.MUS.03.ges.neg.featureXML","L14.K1","L14.K2","H03.K3","Blank.11"
56.9429792309183,709.848260869565,18454.19921875,17774.30078125,20984.80078125,17379.69921875,16286.2998046875,16251.400390625,19989.19921875,21714.19921875,18177.19921875,17835.80078125,21974.30078125,16648.5,19739.0,17516.400390625,22544.30078125,16828.900390625,20414.80078125,21420.5,12367.0,22231.400390625,18768.400390625,22113.400390625,20380.400390625,16741.30078125,20711.400390625,21136.80078125,20153.099609375,19379.69921875,20390.69921875,16258.099609375,21697.400390625,22607.69921875,14701.0,20533.599609375,21417.30078125,22707.30078125,24117.0,18584.30078125,21422.69921875,22134.5,19194.80078125,25043.900390625,17659.30078125,23499.30078125,21718.19921875,20344.099609375
58.9586436110615,709.878933333333,163800.0,,158281.0,171006.0,153579.0,163789.0,164135.0,160551.0,168323.0,167263.0,168687.0,160343.0,159542.0,156333.0,160147.0,154128.0,171664.0,165180.0,171227.0,165307.0,171783.0,170783.0,163694.0,163288.0,158339.0,168964.0,163496.0,161188.0,170586.0,170673.0,178888.0,169037.0,179358.0,164310.0,174318.0,176910.0,180600.0,176619.0,170130.0,179543.0,165998.0,169652.0,173735.0,179097.0,173894.0,171030.0
60.992788345657,139.592485714286,10117.599609375,,41875.19921875,4574.2998046875,,,,,,10220.900390625,,,,7007.41015625,,,,,,,,,,,,,,,,,,19662.900390625,5790.64990234375,,,,,,,,,,,,,
60.9927940713263,185.973211764706,,,14822.900390625,,,,,,,,,69036.6015625,,13540.599609375,,6360.490234375,,54599.6015625,,,,25493.400390625,,,,,,,,70111.3984375,30286.69921875,90672.6015625,39772.19921875,,23524.5,,35737.69921875,16370.2001953125,,,121375.0,20690.80078125,35818.6015625,,7299.27001953125,
60.9927947118975,157.230545454545,,,28308.69921875,10610.5,,,,,,,,,,,,86505.703125,,28216.099609375,20359.599609375,,,,66345.0,,21507.19921875,,,,9767.1904296875,,13634.599609375,6554.60986328125,,,,,,17362.400390625,,,,,,,,
60.992796321079,216.474860869565,41661.3984375,19621.19921875,,,,11749.7998046875,45962.3984375,,,,35710.80078125,33752.6015625,,,21115.5,38076.5,14366.599609375,,48947.6015625,15969.099609375,32161.30078125,,7990.7900390625,,,10402.5,14189.900390625,9460.5302734375,36872.0,55218.8984375,25750.69921875,,,,,,20980.599609375,7434.91015625,38743.5,,,,,15782.599609375,,
60.9927974990238,125.626145454545,,,,,,,,,30767.0,,21092.099609375,,,,19231.0,,,,,,56458.0,,7990.0498046875,,,,5566.3701171875,,4984.52001953125,,,5535.02978515625,34886.0,37735.69921875,,,,,,,,49873.80078125,,,,
60.9927988019522,200.928171428571,,,17244.599609375,,,,,,10329.7001953125,,,,9922.7197265625,,13665.2001953125,,,,,,,18167.5,,119278.0,,,,,,,,,,,,,,,,,,,49214.80078125,,,
60.9928007287348,90.5913,,,,,,,,8598.330078125,,,,,,17248.19921875,13700.7001953125,,,,,,,,11864.2001953125,,27212.400390625,,4340.2900390625,12651.7001953125,10240.7998046875,,,,5900.5498046875,,53203.6015625,,,,,,20121.19921875,,,24381.30078125,,
60.9928038070154,71.08835,,,8162.18994140625,6451.0498046875,,2498.55004882813,,,,,,,,,,,,,8746.8798828125,,5082.2001953125,28650.30078125,,,,,,,,,,,13918.599609375,,12161.099609375,,6665.0400390625,12775.7998046875,,,,,2568.330078125,,10688.0,
